1974, 5, 6,90
1974, 9,15,18
1974, 9,16,90
1974, 9,23,20
1974,10,10,21
1974,11, 3,25
1974,11, 4,90
1974,11,23,26
1975, 1, 1, 0
1975, 1,15, 1
1975, 2,11, 3
1975, 3,21, 4
1975, 4,29, 5
1975, 5, 3, 8
1975, 5, 5,10
1975, 9,15,18
1975, 9,24,20
1975,10,10,21
1975,11, 3,25
1975,11,23,26
1975,11,24,91
1976, 1, 1, 0
1976, 1,15, 1
1976, 2,11, 3
1976, 3,20, 4
1976, 4,29, 5
1976, 5, 3, 8
1976, 5, 5,10
1976, 9,15,18
1976, 9,23,20
1976,10,10,21
1976,10,11,90
1976,11, 3,25
1976,11,23,26
1977, 1, 1, 0
1977, 1,15, 1
1977, 2,11, 3
1977, 3,21, 4
1977, 4,29, 5
1977, 5, 3, 8
1977, 5, 5,10
1977, 9,15,18
1977, 9,23,20
1977,10,10,21
1977,11, 3,25
1977,11,23,26
1978, 1, 1, 0
1978, 1, 2,90
1978, 1,15, 1
1978, 1,16,90
1978, 2,11, 3
1978, 3,21, 4
1978, 4,29, 5
1978, 5, 3, 8
1978, 5, 5,10
1978, 9,15,18
1978, 9,23,20
1978,10,10,21
1978,11, 3,25
1978,11,23,26
1979, 1, 1, 0
1979, 1,15, 1
1979, 2,11, 3
1979, 2,12,90
1979, 3,21, 4
1979, 4,29, 5
1979, 4,30,90
1979, 5, 3, 8
1979, 5, 5,10
1979, 9,15,18
1979, 9,24,20
1979,10,10,21
1979,11, 3,25
1979,11,23,26
1980, 1, 1, 0
1980, 1,15, 1
1980, 2,11, 3
1980, 3,20, 4
1980, 4,29, 5
1980, 5, 3, 8
1980, 5, 5,10
1980, 9,15,18
1980, 9,23,20
1980,10,10,21
1980,11, 3,25
1980,11,23,26
1980,11,24,91
1981, 1, 1, 0
1981, 1,15, 1
1981, 2,11, 3
1981, 3,21, 4
1981, 4,29, 5
1981, 5, 3, 8
1981, 5, 4,90
1981, 5, 5,10
1981, 9,15,18
1981, 9,23,20
1981,10,10,21
1981,11, 3,25
1981,11,23,26
1982, 1, 1, 0
1982, 1,15, 1
1982, 2,11, 3
1982, 3,21, 4
1982, 3,22,90
1982, 4,29, 5
1982, 5, 3, 8
1982, 5, 5,10
1982, 9,15,18
1982, 9,23,20
1982,10,10,21
1982,10,11,90
1982,11, 3,25
1982,11,23,26
1983, 1, 1, 0
1983, 1,15, 1
1983, 2,11, 3
1983, 3,21, 4
1983, 4,29, 5
1983, 5, 3, 8
1983, 5, 5,10
1983, 9,15,18
1983, 9,23,20
1983,10,10,21
1983,11, 3,25
1983,11,23,26
1984, 1, 1, 0
1984, 1, 2,90
1984, 1,15, 1
1984, 1,16,90
1984, 2,11, 3
1984, 3,20, 4
1984, 4,29, 5
1984, 4,30,90
1984, 5, 3, 8
1984, 5, 5,10
1984, 9,15,18
1984, 9,23,20
1984, 9,24,90
1984,10,10,21
1984,11, 3,25
1984,11,23,26
1985, 1, 1, 0
1985, 1,15, 1
1985, 2,11, 3
1985, 3,21, 4
1985, 4,29, 5
1985, 5, 3, 8
1985, 5, 5,10
1985, 5, 6,90
1985, 9,15,18
1985, 9,16,90
1985, 9,23,20
1985,10,10,21
1985,11, 3,25
1985,11, 4,90
1985,11,23,26
1986, 1, 1, 0
1986, 1,15, 1
1986, 2,11, 3
1986, 3,21, 4
1986, 4,29, 5
1986, 5, 3, 8
1986, 5, 4,91
1986, 5, 5,10
1986, 9,15,18
1986, 9,23,20
1986,10,10,21
1986,11, 3,25
1986,11,23,26
1986,11,24,91
1987, 1, 1, 0
1987, 1,15, 1
1987, 2,11, 3
1987, 3,21, 4
1987, 4,29, 5
1987, 5, 3, 8
1987, 5, 4,90
1987, 5, 5,10
1987, 9,15,18
1987, 9,23,20
1987,10,10,21
1987,11, 3,25
1987,11,23,26
1988, 1, 1, 0
1988, 1,15, 1
1988, 2,11, 3
1988, 3,20, 4
1988, 3,21,90
1988, 4,29, 5
1988, 5, 3, 8
1988, 5, 4,91
1988, 5, 5,10
1988, 9,15,18
1988, 9,23,20
1988,10,10,21
1988,11, 3,25
1988,11,23,26
1989, 1, 1, 0
1989, 1, 2,90
1989, 1,15, 1
1989, 1,16,90
1989, 2,11, 3
1989, 2,24,29
1989, 3,21, 4
1989, 4,29, 6
1989, 5, 3, 8
1989, 5, 4,91
1989, 5, 5,10
1989, 9,15,18
1989, 9,23,20
1989,10,10,21
1989,11, 3,25
1989,11,23,26
1989,12,23,27
1990, 1, 1, 0
1990, 1,15, 1
1990, 2,11, 3
1990, 2,12,90
1990, 3,21, 4
1990, 4,29, 6
1990, 4,30,90
1990, 5, 3, 8
1990, 5, 4,91
1990, 5, 5,10
1990, 9,15,18
1990, 9,23,20
1990, 9,24,90
1990,10,10,21
1990,11, 3,25
1990,11,12,30
1990,11,23,26
1990,12,23,27
1990,12,24,90
1991, 1, 1, 0
1991, 1,15, 1
1991, 2,11, 3
1991, 3,21, 4
1991, 4,29, 6
1991, 5, 3, 8
1991, 5, 4,91
1991, 5, 5,10
1991, 5, 6,90
1991, 9,15,18
1991, 9,16,90
1991, 9,23,20
1991,10,10,21
1991,11, 3,25
1991,11, 4,90
1991,11,23,26
1991,12,23,27
1992, 1, 1, 0
1992, 1,15, 1
1992, 2,11, 3
1992, 3,20, 4
1992, 4,29, 6
1992, 5, 3, 8
1992, 5, 4,90
1992, 5, 5,10
1992, 9,15,18
1992, 9,23,20
1992,10,10,21
1992,11, 3,25
1992,11,23,26
1992,12,23,27
1993, 1, 1, 0
1993, 1,15, 1
1993, 2,11, 3
1993, 3,20, 4
1993, 4,29, 6
1993, 5, 3, 8
1993, 5, 4,91
1993, 5, 5,10
1993, 6, 9,31
1993, 9,15,18
1993, 9,23,20
1993,10,10,21
1993,10,11,90
1993,11, 3,25
1993,11,23,26
1993,12,23,27
1994, 1, 1, 0
1994, 1,15, 1
1994, 2,11, 3
1994, 3,21, 4
1994, 4,29, 6
1994, 5, 3, 8
1994, 5, 4,91
1994, 5, 5,10
1994, 9,15,18
1994, 9,23,20
1994,10,10,21
1994,11, 3,25
1994,11,23,26
1994,12,23,27
1995, 1, 1, 0
1995, 1, 2,90
1995, 1,15, 1
1995, 1,16,90
1995, 2,11, 3
1995, 3,21, 4
1995, 4,29, 6
1995, 5, 3, 8
1995, 5, 4,91
1995, 5, 5,10
1995, 9,15,18
1995, 9,23,20
1995,10,10,21
1995,11, 3,25
1995,11,23,26
1995,12,23,27
1996, 1, 1, 0
1996, 1,15, 1
1996, 2,11, 3
1996, 2,12,90
1996, 3,20, 4
1996, 4,29, 6
1996, 5, 3, 8
1996, 5, 4,91
1996, 5, 5,10
1996, 5, 6,90
1996, 7,20,11
1996, 9,15,18
1996, 9,16,90
1996, 9,23,20
1996,10,10,21
1996,11, 3,25
1996,11, 4,90
1996,11,23,26
1996,12,23,27
1997, 1, 1, 0
1997, 1,15, 1
1997, 2,11, 3
1997, 3,20, 4
1997, 4,29, 6
1997, 5, 3, 8
1997, 5, 4,91
1997, 5, 5,10
1997, 7,20,11
1997, 7,21,90
1997, 9,15,18
1997, 9,23,20
1997,10,10,21
1997,11, 3,25
1997,11,23,26
1997,11,24,90
1997,12,23,27
1998, 1, 1, 0
1998, 1,15, 1
1998, 2,11, 3
1998, 3,21, 4
1998, 4,29, 6
1998, 5, 3, 8
1998, 5, 4,90
1998, 5, 5,10
1998, 7,20,11
1998, 9,15,18
1998, 9,23,20
1998,10,10,21
1998,11, 3,25
1998,11,23,26
1998,12,23,27
1999, 1, 1, 0
1999, 1,15, 1
1999, 2,11, 3
1999, 3,21, 4
1999, 3,22,90
1999, 4,29, 6
1999, 5, 3, 8
1999, 5, 4,91
1999, 5, 5,10
1999, 7,20,11
1999, 9,15,18
1999, 9,23,20
1999,10,10,21
1999,10,11,90
1999,11, 3,25
1999,11,23,26
1999,12,23,27
2000, 1, 1, 0
2000, 1,10, 2
2000, 2,11, 3
2000, 3,20, 4
2000, 4,29, 6
2000, 5, 3, 8
2000, 5, 4,91
2000, 5, 5,10
2000, 7,20,11
2000, 9,15,18
2000, 9,23,20
2000,10, 9,22
2000,11, 3,25
2000,11,23,26
2000,12,23,27
2001, 1, 1, 0
2001, 1, 8, 2
2001, 2,11, 3
2001, 2,12,90
2001, 3,20, 4
2001, 4,29, 6
2001, 4,30,90
2001, 5, 3, 8
2001, 5, 4,91
2001, 5, 5,10
2001, 7,20,11
2001, 9,15,18
2001, 9,23,20
2001, 9,24,90
2001,10, 8,22
2001,11, 3,25
2001,11,23,26
2001,12,23,27
2001,12,24,91
2002, 1, 1, 0
2002, 1,14, 2
2002, 2,11, 3
2002, 3,21, 4
2002, 4,29, 6
2002, 5, 3, 8
2002, 5, 4,91
2002, 5, 5,10
2002, 5, 6,90
2002, 7,20,11
2002, 9,15,18
2002, 9,16,90
2002, 9,23,20
2002,10,14,22
2002,11, 3,25
2002,11, 4,90
2002,11,23,26
2002,12,23,27
2003, 1, 1, 0
2003, 1,13, 2
2003, 2,11, 3
2003, 3,21, 4
2003, 4,29, 6
2003, 5, 3, 8
2003, 5, 4,91
2003, 5, 5,10
2003, 7,21,12
2003, 9,15,19
2003, 9,23,20
2003,10,13,22
2003,11, 3,25
2003,11,23,26
2003,11,24,90
2003,12,23,27
2004, 1, 1, 0
2004, 1,12, 2
2004, 2,11, 3
2004, 3,20, 4
2004, 4,29, 6
2004, 5, 3, 8
2004, 5, 4,91
2004, 5, 5,10
2004, 7,19,12
2004, 9,20,19
2004, 9,23,20
2004,10,11,22
2004,11, 3,25
2004,11,23,26
2004,12,23,27
2005, 1, 1, 0
2005, 1,10, 2
2005, 2,11, 3
2005, 3,20, 4
2005, 3,21,90
2005, 4,29, 6
2005, 5, 3, 8
2005, 5, 4,91
2005, 5, 5,10
2005, 7,18,12
2005, 9,19,19
2005, 9,23,20
2005,10,10,22
2005,11, 3,25
2005,11,23,26
2005,12,23,27
2006, 1, 1, 0
2006, 1, 2,90
2006, 1, 9, 2
2006, 2,11, 3
2006, 3,21, 4
2006, 4,29, 6
2006, 5, 3, 8
2006, 5, 4,91
2006, 5, 5,10
2006, 7,17,12
2006, 9,18,19
2006, 9,23,20
2006,10, 9,22
2006,11, 3,25
2006,11,23,26
2006,12,23,27
2007, 1, 1, 0
2007, 1, 8, 2
2007, 2,11, 3
2007, 2,12,90
2007, 3,21, 4
2007, 4,29, 7
2007, 4,30,90
2007, 5, 3, 8
2007, 5, 4, 9
2007, 5, 5,10
2007, 7,16,12
2007, 9,17,19
2007, 9,23,20
2007, 9,24,90
2007,10, 8,22
2007,11, 3,25
2007,11,23,26
2007,12,23,27
2007,12,24,91
2008, 1, 1, 0
2008, 1,14, 2
2008, 2,11, 3
2008, 3,20, 4
2008, 4,29, 7
2008, 5, 3, 8
2008, 5, 4, 9
2008, 5, 5,10
2008, 5, 6,90
2008, 7,21,12
2008, 9,15,19
2008, 9,23,20
2008,10,13,22
2008,11, 3,25
2008,11,23,26
2008,11,24,90
2008,12,23,27
2009, 1, 1, 0
2009, 1,12, 2
2009, 2,11, 3
2009, 3,20, 4
2009, 4,29, 7
2009, 5, 3, 8
2009, 5, 4, 9
2009, 5, 5,10
2009, 5, 6,90
2009, 7,20,12
2009, 9,21,19
2009, 9,22,91
2009, 9,23,20
2009,10,12,22
2009,11, 3,25
2009,11,23,26
2009,12,23,27
2010, 1, 1, 0
2010, 1,11, 2
2010, 2,11, 3
2010, 3,21, 4
2010, 3,22,90
2010, 4,29, 7
2010, 5, 3, 8
2010, 5, 4, 9
2010, 5, 5,10
2010, 7,19,12
2010, 9,20,19
2010, 9,23,20
2010,10,11,22
2010,11, 3,25
2010,11,23,26
2010,12,23,27
2011, 1, 1, 0
2011, 1,10, 2
2011, 2,11, 3
2011, 3,21, 4
2011, 4,29, 7
2011, 5, 3, 8
2011, 5, 4, 9
2011, 5, 5,10
2011, 7,18,12
2011, 9,19,19
2011, 9,23,20
2011,10,10,22
2011,11, 3,25
2011,11,23,26
2011,12,23,27
2012, 1, 1, 0
2012, 1, 2,90
2012, 1, 9, 2
2012, 2,11, 3
2012, 3,20, 4
2012, 4,29, 7
2012, 4,30,90
2012, 5, 3, 8
2012, 5, 4, 9
2012, 5, 5,10
2012, 7,16,12
2012, 9,17,19
2012, 9,22,20
2012,10, 8,22
2012,11, 3,25
2012,11,23,26
2012,12,23,27
2012,12,24,91
2013, 1, 1, 0
2013, 1,14, 2
2013, 2,11, 3
2013, 3,20, 4
2013, 4,29, 7
2013, 5, 3, 8
2013, 5, 4, 9
2013, 5, 5,10
2013, 5, 6,90
2013, 7,15,12
2013, 9,16,19
2013, 9,23,20
2013,10,14,22
2013,11, 3,25
2013,11, 4,90
2013,11,23,26
2013,12,23,27
2014, 1, 1, 0
2014, 1,13, 2
2014, 2,11, 3
2014, 3,21, 4
2014, 4,29, 7
2014, 5, 3, 8
2014, 5, 4, 9
2014, 5, 5,10
2014, 5, 6,90
2014, 7,21,12
2014, 9,15,19
2014, 9,23,20
2014,10,13,22
2014,11, 3,25
2014,11,23,26
2014,11,24,90
2014,12,23,27
2015, 1, 1, 0
2015, 1,12, 2
2015, 2,11, 3
2015, 3,21, 4
2015, 4,29, 7
2015, 5, 3, 8
2015, 5, 4, 9
2015, 5, 5,10
2015, 5, 6,90
2015, 7,20,12
2015, 9,21,19
2015, 9,22,91
2015, 9,23,20
2015,10,12,22
2015,11, 3,25
2015,11,23,26
2015,12,23,27
2016, 1, 1, 0
2016, 1,11, 2
2016, 2,11, 3
2016, 3,20, 4
2016, 3,21,90
2016, 4,29, 7
2016, 5, 3, 8
2016, 5, 4, 9
2016, 5, 5,10
2016, 7,18,12
2016, 8,11,15
2016, 9,19,19
2016, 9,22,20
2016,10,10,22
2016,11, 3,25
2016,11,23,26
2016,12,23,27
2017, 1, 1, 0
2017, 1, 2,90
2017, 1, 9, 2
2017, 2,11, 3
2017, 3,20, 4
2017, 4,29, 7
2017, 5, 3, 8
2017, 5, 4, 9
2017, 5, 5,10
2017, 7,17,12
2017, 8,11,15
2017, 9,18,19
2017, 9,23,20
2017,10, 9,22
2017,11, 3,25
2017,11,23,26
2017,12,23,27
2018, 1, 1, 0
2018, 1, 8, 2
2018, 2,11, 3
2018, 2,12,90
2018, 3,21, 4
2018, 4,29, 7
2018, 4,30,90
2018, 5, 3, 8
2018, 5, 4, 9
2018, 5, 5,10
2018, 7,16,12
2018, 8,11,15
2018, 9,17,19
2018, 9,23,20
2018, 9,24,90
2018,10, 8,22
2018,11, 3,25
2018,11,23,26
2018,12,23,27
2018,12,24,91
2019, 1, 1, 0
2019, 1,14, 2
2019, 2,11, 3
2019, 3,21, 4
2019, 4,29, 7
2019, 5, 3, 8
2019, 5, 4, 9
2019, 5, 5,10
2019, 5, 6,90
2019, 7,15,12
2019, 8,11,15
2019, 8,12,90
2019, 9,16,19
2019, 9,23,20
2019,10,14,22
2019,11, 3,25
2019,11, 4,90
2019,11,23,26
2019,12,23,27
2020, 1, 1, 0
2020, 1,13, 2
2020, 2,11, 3
2020, 3,20, 4
2020, 4,29, 7
2020, 5, 3, 8
2020, 5, 4, 9
2020, 5, 5,10
2020, 5, 6,90
2020, 7,23,13
2020, 7,24,23
2020, 8,10,16
2020, 9,21,19
2020, 9,22,20
2020,11, 3,25
2020,11,23,26
2020,12,23,27
2021, 1, 1, 0
2021, 1,11, 2
2021, 2,11, 3
2021, 3,20, 4
2021, 4,29, 7
2021, 5, 3, 8
2021, 5, 4, 9
2021, 5, 5,10
2021, 7,19,14
2021, 8,11,17
2021, 9,20,19
2021, 9,23,20
2021,10,11,24
2021,11, 3,25
2021,11,23,26
2021,12,23,27
2022, 1, 1, 0
2022, 1,10, 2
2022, 2,11, 3
2022, 3,21, 4
2022, 4,29, 7
2022, 5, 3, 8
2022, 5, 4, 9
2022, 5, 5,10
2022, 7,18,14
2022, 8,11,17
2022, 9,19,19
2022, 9,23,20
2022,10,10,24
2022,11, 3,25
2022,11,23,26
2022,12,23,27
2023, 1, 1, 0
2023, 1, 2,90
2023, 1, 9, 2
2023, 2,11, 3
2023, 3,21, 4
2023, 4,29, 7
2023, 5, 3, 8
2023, 5, 4, 9
2023, 5, 5,10
2023, 7,17,14
2023, 8,11,17
2023, 9,18,19
2023, 9,23,20
2023,10, 9,24
2023,11, 3,25
2023,11,23,26
2023,12,23,27
2024, 1, 1, 0
2024, 1, 8, 2
2024, 2,11, 3
2024, 2,12,90
2024, 3,20, 4
2024, 4,29, 7
2024, 5, 3, 8
2024, 5, 4, 9
2024, 5, 5,10
2024, 5, 6,90
2024, 7,15,14
2024, 8,11,17
2024, 8,12,90
2024, 9,16,19
2024, 9,22,20
2024, 9,23,90
2024,10,14,24
2024,11, 3,25
2024,11, 4,90
2024,11,23,26
2024,12,23,27
2025, 1, 1, 0
2025, 1,13, 2
2025, 2,11, 3
2025, 3,20, 4
2025, 4,29, 7
2025, 5, 3, 8
2025, 5, 4, 9
2025, 5, 5,10
2025, 5, 6,90
2025, 7,21,14
2025, 8,11,17
2025, 9,15,19
2025, 9,23,20
2025,10,13,24
2025,11, 3,25
2025,11,23,26
2025,11,24,90
2025,12,23,27
2026, 1, 1, 0
2026, 1,12, 2
2026, 2,11, 3
2026, 3,20, 4
2026, 4,29, 7
2026, 5, 3, 8
2026, 5, 4, 9
2026, 5, 5,10
2026, 5, 6,90
2026, 7,20,14
2026, 8,11,17
2026, 9,21,19
2026, 9,22,91
2026, 9,23,20
2026,10,12,24
2026,11, 3,25
2026,11,23,26
2026,12,23,27
2027, 1, 1, 0
2027, 1,11, 2
2027, 2,11, 3
2027, 3,21, 4
2027, 3,22,90
2027, 4,29, 7
2027, 5, 3, 8
2027, 5, 4, 9
2027, 5, 5,10
2027, 7,19,14
2027, 8,11,17
2027, 9,20,19
2027, 9,23,20
2027,10,11,24
2027,11, 3,25
2027,11,23,26
2027,12,23,27
2028, 1, 1, 0
2028, 1,10, 2
2028, 2,11, 3
2028, 3,20, 4
2028, 4,29, 7
2028, 5, 3, 8
2028, 5, 4, 9
2028, 5, 5,10
2028, 7,17,14
2028, 8,11,17
2028, 9,18,19
2028, 9,22,20
2028,10, 9,24
2028,11, 3,25
2028,11,23,26
2028,12,23,27
2029, 1, 1, 0
2029, 1, 8, 2
2029, 2,11, 3
2029, 2,12,90
2029, 3,20, 4
2029, 4,29, 7
2029, 4,30,90
2029, 5, 3, 8
2029, 5, 4, 9
2029, 5, 5,10
2029, 7,16,14
2029, 8,11,17
2029, 9,17,19
2029, 9,23,20
2029, 9,24,90
2029,10, 8,24
2029,11, 3,25
2029,11,23,26
2029,12,23,27
2029,12,24,91
2030, 1, 1, 0
2030, 1,14, 2
2030, 2,11, 3
2030, 3,20, 4
2030, 4,29, 7
2030, 5, 3, 8
2030, 5, 4, 9
2030, 5, 5,10
2030, 5, 6,90
2030, 7,15,14
2030, 8,11,17
2030, 8,12,90
2030, 9,16,19
2030, 9,23,20
2030,10,14,24
2030,11, 3,25
2030,11, 4,90
2030,11,23,26
2030,12,23,27
2031, 1, 1, 0
2031, 1,13, 2
2031, 2,11, 3
2031, 3,21, 4
2031, 4,29, 7
2031, 5, 3, 8
2031, 5, 4, 9
2031, 5, 5,10
2031, 5, 6,90
2031, 7,21,14
2031, 8,11,17
2031, 9,15,19
2031, 9,23,20
2031,10,13,24
2031,11, 3,25
2031,11,23,26
2031,11,24,90
2031,12,23,27
2032, 1, 1, 0
2032, 1,12, 2
2032, 2,11, 3
2032, 3,20, 4
2032, 4,29, 7
2032, 5, 3, 8
2032, 5, 4, 9
2032, 5, 5,10
2032, 7,19,14
2032, 8,11,17
2032, 9,20,19
2032, 9,21,91
2032, 9,22,20
2032,10,11,24
2032,11, 3,25
2032,11,23,26
2032,12,23,27
2033, 1, 1, 0
2033, 1,10, 2
2033, 2,11, 3
2033, 3,20, 4
2033, 3,21,90
2033, 4,29, 7
2033, 5, 3, 8
2033, 5, 4, 9
2033, 5, 5,10
2033, 7,18,14
2033, 8,11,17
2033, 9,19,19
2033, 9,23,20
2033,10,10,24
2033,11, 3,25
2033,11,23,26
2033,12,23,27
2034, 1, 1, 0
2034, 1, 2,90
2034, 1, 9, 2
2034, 2,11, 3
2034, 3,20, 4
2034, 4,29, 7
2034, 5, 3, 8
2034, 5, 4, 9
2034, 5, 5,10
2034, 7,17,14
2034, 8,11,17
2034, 9,18,19
2034, 9,23,20
2034,10, 9,24
2034,11, 3,25
2034,11,23,26
2034,12,23,27
2035, 1, 1, 0
2035, 1, 8, 2
2035, 2,11, 3
2035, 2,12,90
2035, 3,21, 4
2035, 4,29, 7
2035, 4,30,90
2035, 5, 3, 8
2035, 5, 4, 9
2035, 5, 5,10
2035, 7,16,14
2035, 8,11,17
2035, 9,17,19
2035, 9,23,20
2035, 9,24,90
2035,10, 8,24
2035,11, 3,25
2035,11,23,26
2035,12,23,27
2035,12,24,91
2036, 1, 1, 0
2036, 1,14, 2
2036, 2,11, 3
2036, 3,20, 4
2036, 4,29, 7
2036, 5, 3, 8
2036, 5, 4, 9
2036, 5, 5,10
2036, 5, 6,90
2036, 7,21,14
2036, 8,11,17
2036, 9,15,19
2036, 9,22,20
2036,10,13,24
2036,11, 3,25
2036,11,23,26
2036,11,24,90
2036,12,23,27
2037, 1, 1, 0
2037, 1,12, 2
2037, 2,11, 3
2037, 3,20, 4
2037, 4,29, 7
2037, 5, 3, 8
2037, 5, 4, 9
2037, 5, 5,10
2037, 5, 6,90
2037, 7,20,14
2037, 8,11,17
2037, 9,21,19
2037, 9,22,91
2037, 9,23,20
2037,10,12,24
2037,11, 3,25
2037,11,23,26
2037,12,23,27
2038, 1, 1, 0
2038, 1,11, 2
2038, 2,11, 3
2038, 3,20, 4
2038, 4,29, 7
2038, 5, 3, 8
2038, 5, 4, 9
2038, 5, 5,10
2038, 7,19,14
2038, 8,11,17
2038, 9,20,19
2038, 9,23,20
2038,10,11,24
2038,11, 3,25
2038,11,23,26
2038,12,23,27
2039, 1, 1, 0
2039, 1,10, 2
2039, 2,11, 3
2039, 3,21, 4
2039, 4,29, 7
2039, 5, 3, 8
2039, 5, 4, 9
2039, 5, 5,10
2039, 7,18,14
2039, 8,11,17
2039, 9,19,19
2039, 9,23,20
